Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Success_Category,Critic_Category,User_Category,NA_Ratio,EU_Ratio,JP_Ratio,Cluster
Shovel Knight,PS4,2015,Platform,Yacht Club Games,0.03,0.03,0.0,0.01,0.08,90.0,7.6,Low,Excellent,Good,0.375,0.375,0.0,3
Invizimals: The Alliance,PSV,2013,Action,Sony Computer Entertainment,0.0,0.06,0.0,0.02,0.08,69.0,6.8,Low,Average,Average,0.0,0.75,0.0,1
Battleborn,PC,2016,Shooter,Take-Two Interactive,0.04,0.04,0.0,0.01,0.08,69.0,6.9,Low,Average,Average,0.5,0.5,0.0,3
Mega Man Legacy Collection,PS4,2016,Platform,Capcom,0.07,0.0,0.0,0.02,0.08,77.0,6.1,Low,Good,Average,0.8750000000000001,0.0,0.0,3
Adventure Time: The Secret of the Nameless Kingdom,3DS,2014,Action,Little Orbit,0.0,0.07,0.0,0.0,0.08,65.0,5.6,Low,Average,Average,0.0,0.8750000000000001,0.0,1
Risen 3: Titan Lords,PS3,2014,Role-Playing,Deep Silver,0.02,0.05,0.0,0.01,0.08,36.0,3.7,Low,Poor,Poor,0.25,0.625,0.0,2
Titanfall 2,PC,2016,Shooter,Electronic Arts,0.03,0.04,0.0,0.01,0.08,85.0,8.0,Low,Good,Good,0.375,0.5,0.0,3
Persona 4: Arena Ultimax,X360,2014,Fighting,Atlus,0.06,0.01,0.0,0.01,0.08,85.0,7.4,Low,Good,Good,0.75,0.125,0.0,3
PAC-MAN and the Ghostly Adventures,PS3,2013,Platform,Namco Bandai Games,0.03,0.03,0.0,0.01,0.08,51.0,3.1,Low,Poor,Poor,0.375,0.375,0.0,2
Sniper: Ghost Warrior 2,PC,2013,Shooter,City Interactive,0.02,0.05,0.0,0.01,0.08,52.0,5.8,Low,Poor,Average,0.25,0.625,0.0,2
PAC-MAN and the Ghostly Adventures,X360,2013,Platform,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,49.0,5.1,Low,Poor,Average,0.5,0.375,0.0,2
Lost Dimension,PSV,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.02,0.02,0.08,72.0,8.3,Low,Average,Good,0.375,0.125,0.25,3
Resident Evil 6,PS4,2016,Shooter,Capcom,0.06,0.0,0.0,0.01,0.08,60.0,6.7,Low,Poor,Average,0.75,0.0,0.0,3
Assassin's Creed: Rogue,PC,2015,Action,Ubisoft,0.05,0.02,0.0,0.01,0.08,74.0,7.5,Low,Average,Good,0.625,0.25,0.0,3
X Rebirth,PC,2013,Simulation,Koch Media,0.0,0.08,0.0,0.0,0.08,33.0,3.3,Low,Poor,Poor,0.0,1.0,0.0,2
Song of the Deep,PS4,2016,Action,Insomniac Games,0.06,0.0,0.0,0.01,0.08,69.0,7.3,Low,Average,Good,0.75,0.0,0.0,3
Assassin's Creed The Ezio Collection,XOne,2016,Action,Ubisoft,0.03,0.04,0.0,0.01,0.08,74.0,7.6,Low,Average,Good,0.375,0.5,0.0,3
Metal Gear Solid V: The Phantom Pain,PC,2015,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.0,0.08,91.0,7.7,Low,Excellent,Good,0.0,0.8750000000000001,0.0,1
Valentino Rossi: The Game,PS4,2016,Racing,Namco Bandai Games,0.01,0.05,0.0,0.01,0.08,75.0,8.0,Low,Average,Good,0.125,0.625,0.0,1
Samurai Warriors Chronicles 3,3DS,2014,Action,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,63.0,6.1,Low,Average,Average,0.0,0.0,1.0,0
Zero Escape: Zero Time Dilemma,3DS,2016,Adventure,Aksys Games,0.05,0.0,0.02,0.01,0.08,81.0,8.5,Low,Good,Good,0.625,0.0,0.25,3
Grand Ages: Medieval,PS4,2015,Strategy,Kalypso Media,0.0,0.05,0.02,0.01,0.07,64.0,7.1,Low,Average,Good,0.0,0.7142857142857143,0.2857142857142857,1
Lost Dimension,PS3,2014,Role-Playing,Nippon Ichi Software,0.05,0.01,0.0,0.01,0.07,71.0,7.3,Low,Average,Good,0.7142857142857143,0.14285714285714285,0.0,3
Escape Dead Island,PS3,2014,Action,Deep Silver,0.04,0.03,0.0,0.01,0.07,40.0,3.5,Low,Poor,Poor,0.5714285714285714,0.4285714285714285,0.0,2
Toy Soldiers: War Chest,PS4,2015,Action,Ubisoft,0.06,0.0,0.0,0.01,0.07,62.0,7.7,Low,Average,Good,0.857142857142857,0.0,0.0,3
Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,Idea Factory International,0.02,0.0,0.05,0.0,0.07,71.0,6.2,Low,Average,Average,0.2857142857142857,0.0,0.7142857142857143,0
Dark Souls III,PC,2016,Role-Playing,Namco Bandai Games,0.0,0.07,0.0,0.0,0.07,89.0,8.6,Low,Excellent,Excellent,0.0,1.0,0.0,1
Grand Kingdom,PS4,2015,Role-Playing,Nippon Ichi Software,0.03,0.0,0.03,0.01,0.07,78.0,8.1,Low,Good,Good,0.4285714285714285,0.0,0.4285714285714285,0
Escape Dead Island,X360,2014,Action,Deep Silver,0.03,0.04,0.0,0.01,0.07,32.0,3.8,Low,Poor,Poor,0.4285714285714285,0.5714285714285714,0.0,2
Child of Light,PSV,2014,Role-Playing,Ubisoft,0.0,0.04,0.02,0.01,0.07,83.0,7.8,Low,Good,Good,0.0,0.5714285714285714,0.2857142857142857,1
Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,Aksys Games,0.03,0.01,0.02,0.01,0.07,63.0,7.0,Low,Average,Average,0.4285714285714285,0.14285714285714285,0.2857142857142857,3
Saint Seiya: Brave Soldiers,PS3,2013,Fighting,Namco Bandai Games,0.0,0.01,0.06,0.0,0.07,55.0,7.4,Low,Poor,Good,0.0,0.14285714285714285,0.857142857142857,0
Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,Xseed Games,0.02,0.0,0.04,0.01,0.07,72.0,8.5,Low,Average,Good,0.2857142857142857,0.0,0.5714285714285714,0
Dynasty Warriors 8: Empires,XOne,2014,Action,Tecmo Koei,0.04,0.02,0.0,0.01,0.07,58.0,6.8,Low,Poor,Average,0.5714285714285714,0.2857142857142857,0.0,2
Mugen Souls Z,PS3,2013,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07,57.0,6.4,Low,Poor,Average,0.2857142857142857,0.14285714285714285,0.5714285714285714,0
Eagle Flight,PS4,2016,Adventure,Ubisoft,0.01,0.05,0.0,0.01,0.07,72.0,7.8,Low,Average,Good,0.14285714285714285,0.7142857142857143,0.0,1
Goodbye Deponia,PC,2013,Adventure,Daedalic Entertainment,0.0,0.06,0.0,0.0,0.07,80.0,7.9,Low,Good,Good,0.0,0.857142857142857,0.0,1
The Book of Unwritten Tales 2,PS4,2015,Adventure,Nordic Games,0.0,0.06,0.0,0.01,0.07,63.0,8.6,Low,Average,Excellent,0.0,0.857142857142857,0.0,1
Assassin's Creed Chronicles,PSV,2016,Action,Ubisoft,0.01,0.04,0.01,0.01,0.07,70.0,8.0,Low,Average,Good,0.14285714285714285,0.5714285714285714,0.14285714285714285,1
Dragon Ball Z: Battle of Z,X360,2014,Fighting,Namco Bandai Games,0.01,0.05,0.0,0.0,0.07,53.0,5.1,Low,Poor,Average,0.14285714285714285,0.7142857142857143,0.0,2
Terraria,PS4,2014,Action,505 Games,0.0,0.05,0.01,0.01,0.07,83.0,7.9,Low,Good,Good,0.0,0.7142857142857143,0.14285714285714285,1
The Guided Fate Paradox,PS3,2013,Role-Playing,Nippon Ichi Software,0.0,0.0,0.06,0.0,0.07,74.0,7.8,Low,Average,Good,0.0,0.0,0.857142857142857,0
Natural Doctrine,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,0.01,0.07,60.0,7.5,Low,Poor,Good,0.2857142857142857,0.14285714285714285,0.4285714285714285,0
Broken Sword 5: The Serpent's Curse,PS4,2015,Adventure,Revolution Software,0.0,0.06,0.0,0.01,0.07,72.0,7.2,Low,Average,Good,0.0,0.857142857142857,0.0,1
Risen 3: Titan Lords,X360,2014,Role-Playing,Deep Silver,0.02,0.04,0.0,0.0,0.06,44.0,4.4,Low,Poor,Poor,0.33333333333333337,0.6666666666666667,0.0,2
GRID 2,PC,2013,Racing,Codemasters,0.0,0.06,0.0,0.01,0.06,80.0,5.7,Low,Good,Average,0.0,1.0,0.0,1
Criminal Girls: Invite Only,PSV,2013,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,55.0,6.7,Low,Poor,Average,0.16666666666666669,0.16666666666666669,0.6666666666666667,0
Samurai Warriors Chronicles 3,PSV,2014,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,70.0,7.9,Low,Average,Good,0.0,0.0,1.0,0
One Piece: Unlimited World Red,WiiU,2014,Action,Namco Bandai Games,0.0,0.04,0.02,0.0,0.06,66.0,7.8,Low,Average,Good,0.0,0.6666666666666667,0.33333333333333337,1
Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,Nintendo,0.0,0.0,0.06,0.0,0.06,70.0,7.5,Low,Average,Good,0.0,0.0,1.0,0
Mirror's Edge Catalyst,PC,2016,Platform,Electronic Arts,0.01,0.05,0.0,0.0,0.06,74.0,4.4,Low,Average,Poor,0.16666666666666669,0.8333333333333334,0.0,1
Assetto Corsa,PS4,2016,Racing,505 Games,0.0,0.05,0.0,0.01,0.06,73.0,6.2,Low,Average,Average,0.0,0.8333333333333334,0.0,1
One Piece: Burning Blood,XOne,2016,Fighting,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,60.0,5.8,Low,Poor,Average,0.5,0.33333333333333337,0.0,2
TrackMania Turbo,XOne,2016,Action,Ubisoft,0.02,0.04,0.0,0.0,0.06,76.0,7.7,Low,Good,Good,0.33333333333333337,0.6666666666666667,0.0,1
Pro Evolution Soccer 2015,PC,2014,Sports,Konami Digital Entertainment,0.0,0.06,0.0,0.0,0.06,82.0,5.8,Low,Good,Average,0.0,1.0,0.0,1
Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,Aksys Games,0.03,0.0,0.02,0.01,0.06,83.0,8.3,Low,Good,Good,0.5,0.0,0.33333333333333337,3
Nights of Azure,PS4,2015,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,67.0,7.6,Low,Average,Good,0.5,0.33333333333333337,0.0,3
The LEGO Movie Videogame,PC,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.0,0.06,68.0,6.8,Low,Average,Average,0.33333333333333337,0.6666666666666667,0.0,1
DuckTales: Remastered,WiiU,2013,Action,Capcom,0.06,0.0,0.0,0.01,0.06,76.0,7.9,Low,Good,Good,1.0,0.0,0.0,3
MX vs. ATV Supercross,X360,2014,Racing,Nordic Games,0.03,0.02,0.0,0.01,0.06,48.0,4.8,Low,Poor,Poor,0.5,0.33333333333333337,0.0,2
Grand Kingdom,PSV,2015,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,76.0,8.8,Low,Good,Excellent,0.16666666666666669,0.16666666666666669,0.6666666666666667,0
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.03,0.02,0.0,0.01,0.06,64.0,7.9,Low,Average,Good,0.5,0.33333333333333337,0.0,3
The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.02,0.04,0.0,0.01,0.06,60.0,6.7,Low,Poor,Average,0.33333333333333337,0.6666666666666667,0.0,1
Song of the Deep,XOne,2016,Action,Insomniac Games,0.05,0.0,0.0,0.01,0.06,66.0,6.9,Low,Average,Average,0.8333333333333334,0.0,0.0,3
Devil's Third,WiiU,2015,Action,Nintendo,0.04,0.02,0.0,0.01,0.06,43.0,6.5,Low,Poor,Average,0.6666666666666667,0.33333333333333337,0.0,2
Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,Marvelous Entertainment,0.0,0.0,0.06,0.0,0.06,68.0,7.8,Low,Average,Good,0.0,0.0,1.0,0
Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Action,Little Orbit,0.0,0.05,0.0,0.0,0.06,58.0,7.5,Low,Poor,Good,0.0,0.8333333333333334,0.0,1
Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft,0.05,0.0,0.0,0.01,0.06,60.0,8.4,Low,Poor,Good,0.8333333333333334,0.0,0.0,3
Exist Archive: The Other Side of the Sky,PSV,2015,Role-Playing,Aksys Games,0.01,0.0,0.05,0.0,0.06,71.0,8.3,Low,Average,Good,0.16666666666666669,0.0,0.8333333333333334,0
Street Fighter V,PC,2016,Fighting,Capcom,0.0,0.05,0.0,0.0,0.06,74.0,2.9,Low,Average,Poor,0.0,0.8333333333333334,0.0,1
MX vs. ATV Supercross Encore,PS4,2015,Sports,Nordic Games,0.0,0.05,0.0,0.01,0.06,42.0,4.1,Low,Poor,Poor,0.0,0.8333333333333334,0.0,2
Tropico 5,X360,2014,Simulation,Kalypso Media,0.03,0.02,0.0,0.0,0.06,71.0,7.2,Low,Average,Good,0.5,0.33333333333333337,0.0,3
Rugby World Cup 2015,PS4,2015,Sports,Ubisoft,0.0,0.05,0.0,0.01,0.06,25.0,1.9,Low,Poor,Poor,0.0,0.8333333333333334,0.0,2
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,0.03,0.0,0.02,0.01,0.06,64.0,6.4,Low,Average,Average,0.5,0.0,0.33333333333333337,0
Remember Me,PC,2013,Action,Capcom,0.0,0.05,0.0,0.0,0.06,65.0,7.4,Low,Average,Good,0.0,0.8333333333333334,0.0,1
Ride to Hell,X360,2013,Racing,Deep Silver,0.04,0.01,0.0,0.01,0.06,19.0,1.3,Low,Poor,Poor,0.6666666666666667,0.16666666666666669,0.0,2
Rocket League,PC,2016,Sports,505 Games,0.01,0.04,0.0,0.0,0.06,86.0,8.2,Low,Excellent,Good,0.16666666666666669,0.6666666666666667,0.0,1
7 Days to Die,XOne,2016,Action,Telltale Games,0.03,0.02,0.0,0.0,0.05,35.0,5.2,Low,Poor,Average,0.6,0.39999999999999997,0.0,2
Hearts of Iron IV,PC,2016,Strategy,Paradox Interactive,0.0,0.05,0.0,0.0,0.05,83.0,6.9,Low,Good,Average,0.0,1.0,0.0,1
Enemy Front,PS3,2014,Shooter,City Interactive,0.01,0.04,0.0,0.01,0.05,43.0,6.0,Low,Poor,Average,0.19999999999999998,0.7999999999999999,0.0,2
Murdered: Soul Suspect,PC,2014,Action,Square Enix,0.0,0.05,0.0,0.0,0.05,59.0,7.4,Low,Poor,Good,0.0,1.0,0.0,1
Mighty No. 9,PS4,2016,Platform,Deep Silver,0.04,0.0,0.0,0.01,0.05,52.0,3.5,Low,Poor,Poor,0.7999999999999999,0.0,0.0,2
Dead or Alive Xtreme 3: Fortune,PS4,2016,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,43.0,7.8,Low,Poor,Good,0.0,0.0,1.0,0
Dead Island Definitive Collection,XOne,2016,Action,Deep Silver,0.02,0.03,0.0,0.0,0.05,67.0,4.9,Low,Average,Poor,0.39999999999999997,0.6,0.0,2
PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,Namco Bandai Games,0.03,0.01,0.0,0.0,0.05,58.0,6.5,Low,Poor,Average,0.6,0.19999999999999998,0.0,2
F1 2015,PC,2015,Racing,Codemasters,0.0,0.05,0.0,0.0,0.05,61.0,3.6,Low,Average,Poor,0.0,1.0,0.0,1
Killing Floor 2 ,PS4,2016,Shooter,Tripwire Interactive,0.03,0.01,0.0,0.01,0.05,76.0,8.0,Low,Good,Good,0.6,0.19999999999999998,0.0,3
Mortal Kombat X,PC,2015,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.0,0.0,0.05,76.0,5.1,Low,Good,Average,0.19999999999999998,0.7999999999999999,0.0,1
Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,48.0,7.1,Low,Poor,Good,0.6,0.39999999999999997,0.0,2
Sacred 3,X360,2014,Role-Playing,Deep Silver,0.03,0.02,0.0,0.0,0.05,51.0,4.1,Low,Poor,Poor,0.6,0.39999999999999997,0.0,2
Wasteland 2,XOne,2015,Role-Playing,Deep Silver,0.04,0.01,0.0,0.01,0.05,77.0,7.1,Low,Good,Good,0.7999999999999999,0.19999999999999998,0.0,3
The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.0,0.05,66.0,6.5,Low,Average,Average,0.0,1.0,0.0,1
Steins;Gate 0,PS4,2015,Adventure,PQube,0.0,0.0,0.05,0.0,0.05,81.0,8.3,Low,Good,Good,0.0,0.0,1.0,0
Metroid Prime: Federation Force,3DS,2016,Action,Nintendo,0.02,0.01,0.01,0.0,0.05,64.0,5.1,Low,Average,Average,0.39999999999999997,0.19999999999999998,0.19999999999999998,2
Payday 2,PC,2013,Shooter,505 Games,0.04,0.0,0.0,0.01,0.05,79.0,3.4,Low,Good,Poor,0.7999999999999999,0.0,0.0,2
Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.02,0.0,0.02,0.0,0.05,78.0,7.4,Low,Good,Good,0.39999999999999997,0.0,0.39999999999999997,0
Grand Ages: Medieval,PC,2015,Strategy,Kalypso Media,0.0,0.05,0.0,0.0,0.05,63.0,5.4,Low,Average,Average,0.0,1.0,0.0,1
Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,0.0,0.04,0.0,0.01,0.05,64.0,5.7,Low,Average,Average,0.0,0.7999999999999999,0.0,1
Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,Electronic Arts,0.0,0.04,0.0,0.0,0.05,82.0,7.5,Low,Good,Good,0.0,0.7999999999999999,0.0,1
NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,0.04,0.0,0.0,0.01,0.05,66.0,3.8,Low,Average,Poor,0.7999999999999999,0.0,0.0,2
Child of Light,PS4,2014,Role-Playing,Ubisoft,0.0,0.01,0.04,0.0,0.05,82.0,8.0,Low,Good,Good,0.0,0.19999999999999998,0.7999999999999999,0
DuckTales: Remastered,PS3,2013,Action,Capcom,0.01,0.03,0.0,0.01,0.05,75.0,7.4,Low,Average,Good,0.19999999999999998,0.6,0.0,1
Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.05,87.0,6.1,Low,Excellent,Average,0.19999999999999998,0.6,0.0,1
XCOM 2,XOne,2016,Strategy,Take-Two Interactive,0.02,0.02,0.0,0.0,0.05,87.0,8.1,Low,Excellent,Good,0.39999999999999997,0.39999999999999997,0.0,3
Yaiba: Ninja Gaiden Z,X360,2014,Action,Tecmo Koei,0.03,0.01,0.0,0.0,0.05,50.0,5.3,Low,Poor,Average,0.6,0.19999999999999998,0.0,2
Ride 2,PS4,2016,Racing,Milestone S.r.l,0.0,0.04,0.0,0.01,0.05,71.0,8.0,Low,Average,Good,0.0,0.7999999999999999,0.0,1
Root Letter,PSV,2016,Adventure,PQube,0.0,0.03,0.01,0.01,0.05,78.0,7.8,Low,Good,Good,0.0,0.6,0.19999999999999998,1
Resident Evil 6,XOne,2016,Shooter,Capcom,0.04,0.0,0.0,0.0,0.05,63.0,6.3,Low,Average,Average,0.7999999999999999,0.0,0.0,3
Sébastien Loeb Rally Evo,PS4,2016,Racing,Milestone S.r.l,0.0,0.04,0.0,0.01,0.04,71.0,8.1,Low,Average,Good,0.0,1.0,0.0,1
Life is Strange,PC,2016,Adventure,Square Enix,0.01,0.04,0.0,0.0,0.04,83.0,8.6,Low,Good,Excellent,0.25,1.0,0.0,1
Battlezone,PS4,2016,Action,Rebellion Developments,0.02,0.02,0.0,0.01,0.04,66.0,7.0,Low,Average,Average,0.5,0.5,0.0,3
Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,0.0,0.04,0.0,0.0,0.04,76.0,4.3,Low,Good,Poor,0.0,1.0,0.0,1
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,0.03,0.01,0.0,0.0,0.04,55.0,6.0,Low,Poor,Average,0.75,0.25,0.0,2
Enemy Front,X360,2014,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,35.0,5.8,Low,Poor,Average,0.5,0.5,0.0,2
Shantae and the Pirate's Curse,3DS,2015,Platform,Rising Star Games,0.01,0.0,0.03,0.0,0.04,82.0,8.5,Low,Good,Good,0.25,0.0,0.75,0
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.03,0.0,0.0,0.01,0.04,80.0,8.1,Low,Good,Good,0.75,0.0,0.0,3
LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,43.0,8.3,Low,Poor,Good,0.0,1.0,0.0,1
Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.03,0.01,0.0,0.0,0.04,81.0,8.9,Low,Good,Excellent,0.75,0.25,0.0,3
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0.0,0.02,0.0,0.04,70.0,6.9,Low,Average,Average,0.25,0.0,0.5,0
Ride to Hell,PS3,2013,Racing,Deep Silver,0.02,0.01,0.0,0.01,0.04,13.0,1.0,Low,Poor,Poor,0.5,0.25,0.0,2
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.03,0.0,0.0,0.0,0.04,46.0,5.8,Low,Poor,Average,0.75,0.0,0.0,2
Rodea the Sky Soldier,3DS,2015,Action,Nippon Ichi Software,0.03,0.0,0.0,0.0,0.04,45.0,5.6,Low,Poor,Average,0.75,0.0,0.0,2
Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0.0,0.04,0.0,0.01,0.04,64.0,6.8,Low,Average,Average,0.0,1.0,0.0,1
Stellaris,PC,2016,Strategy,Paradox Interactive,0.0,0.04,0.0,0.0,0.04,78.0,8.0,Low,Good,Good,0.0,1.0,0.0,1
Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,0.03,0.0,0.0,0.01,0.04,72.0,8.3,Low,Average,Good,0.75,0.0,0.0,3
Terraria,XOne,2014,Action,505 Games,0.0,0.04,0.0,0.0,0.04,84.0,7.7,Low,Good,Good,0.0,1.0,0.0,1
Resident Evil: Revelations,PC,2013,Action,Capcom,0.0,0.04,0.0,0.0,0.04,77.0,7.0,Low,Good,Average,0.0,1.0,0.0,1
Dead Rising,PS4,2016,Action,Capcom,0.02,0.0,0.01,0.01,0.04,78.0,6.6,Low,Good,Average,0.5,0.0,0.25,3
LEGO Jurassic World,PC,2015,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,72.0,7.1,Low,Average,Good,0.0,1.0,0.0,1
Lost Planet 3,PC,2013,Shooter,Capcom,0.0,0.04,0.0,0.0,0.04,61.0,6.2,Low,Average,Average,0.0,1.0,0.0,1
Beyblade Evolution,3DS,2013,Action,Rising Star Games,0.02,0.01,0.0,0.0,0.04,49.0,6.3,Low,Poor,Average,0.5,0.25,0.0,2
Castlevania: Lords of Shadow 2,PC,2014,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04,58.0,7.7,Low,Poor,Good,0.25,0.75,0.0,1
Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,Aksys Games,0.01,0.0,0.03,0.0,0.04,69.0,7.9,Low,Average,Good,0.25,0.0,0.75,0
Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,69.0,6.4,Low,Average,Average,0.0,0.75,0.0,1
Ray Gigant,PSV,2015,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,72.0,8.1,Low,Average,Good,0.0,0.0,1.0,0
Transport Fever,PC,2016,Simulation,Astragon,0.0,0.03,0.0,0.0,0.04,70.0,7.0,Low,Average,Average,0.0,0.75,0.0,1
Homefront: The Revolution,PC,2016,Shooter,Deep Silver,0.01,0.02,0.0,0.0,0.04,54.0,3.5,Low,Poor,Poor,0.25,0.5,0.0,2
Just Dance 2017,XOne,2016,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.04,75.0,8.0,Low,Average,Good,0.75,0.0,0.0,3
Stranger of Sword City,PSV,2015,Role-Playing,Nippon Ichi Software,0.02,0.0,0.0,0.01,0.04,71.0,8.0,Low,Average,Good,0.5,0.0,0.0,3
Pro Cycling Manager 2016,PC,2016,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,64.0,4.8,Low,Average,Poor,0.0,1.0,0.0,1
Infamous: First Light,PS4,2014,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.0,0.03,73.0,7.5,Low,Average,Good,0.0,1.0,0.0,1
Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,53.0,5.1,Low,Poor,Average,0.0,1.0,0.0,1
The Night of the Rabbit,PC,2013,Adventure,Daedalic Entertainment,0.0,0.03,0.0,0.0,0.03,75.0,7.5,Low,Average,Good,0.0,1.0,0.0,1
Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016,Shooter,Gearbox Software,0.03,0.0,0.0,0.01,0.03,77.0,6.9,Low,Good,Average,1.0,0.0,0.0,3
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,61.0,7.4,Low,Average,Good,0.0,0.0,1.0,0
Yumi's Odd Odyssey,3DS,2013,Platform,Agatsuma Entertainment,0.0,0.0,0.03,0.0,0.03,74.0,7.7,Low,Average,Good,0.0,0.0,1.0,0
Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03,83.0,6.1,Low,Good,Average,0.0,1.0,0.0,1
Song of the Deep,PC,2016,Action,Insomniac Games,0.03,0.0,0.0,0.0,0.03,73.0,6.3,Low,Average,Average,1.0,0.0,0.0,3
DiRT Rally,PC,2016,Racing,Codemasters,0.0,0.03,0.0,0.0,0.03,86.0,8.7,Low,Excellent,Excellent,0.0,1.0,0.0,1
Trials Fusion,PC,2014,Racing,Ubisoft,0.0,0.03,0.0,0.0,0.03,80.0,6.8,Low,Good,Average,0.0,1.0,0.0,1
Prison Architect,PS4,2016,Action,Introversion Software,0.01,0.01,0.0,0.01,0.03,80.0,8.0,Low,Good,Good,0.33333333333333337,0.33333333333333337,0.0,3
Sorcery Saga: The Curse of the Great Curry God,PSV,2013,Role-Playing,Rising Star Games,0.0,0.0,0.03,0.0,0.03,65.0,7.3,Low,Average,Good,0.0,0.0,1.0,0
Darkstalkers Resurrection,PS3,2013,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03,80.0,7.3,Low,Good,Good,0.0,0.0,1.0,0
Transformers: Devastation,PC,2015,Action,Activision,0.0,0.03,0.0,0.0,0.03,74.0,7.6,Low,Average,Good,0.0,1.0,0.0,1
The Golf Club,XOne,2014,Sports,Unknown,0.03,0.0,0.0,0.0,0.03,64.0,5.4,Low,Average,Average,1.0,0.0,0.0,2
Worms: WMD,PS4,2016,Action,Sold Out,0.01,0.02,0.0,0.0,0.03,78.0,7.6,Low,Good,Good,0.33333333333333337,0.6666666666666667,0.0,1
The Inner World,PC,2013,Adventure,Headup Games,0.0,0.03,0.0,0.0,0.03,72.0,8.1,Low,Average,Good,0.0,1.0,0.0,1
Valentino Rossi: The Game,XOne,2016,Racing,Namco Bandai Games,0.01,0.02,0.0,0.0,0.03,74.0,8.1,Low,Average,Good,0.33333333333333337,0.6666666666666667,0.0,1
Lords of the Fallen,PC,2014,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03,73.0,6.9,Low,Average,Average,0.0,1.0,0.0,1
